,percent_cdna_longer_than_400bp,rna_amplification_pass_fail,amplified_quantity_ng,cell_specimen_project,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
324,0.873,Pass,18.87291766,mIVSCC-MET,0.8804898959999999,True
325,0.647,Pass,9.735830798,mIVSCC-MET,0.711630475,True
326,0.693,Pass,9.12548916,mIVSCC-MET,0.793276311,True
327,0.677,Pass,14.74108969,mIVSCC-MET,0.890734273,True
328,0.703,Pass,6.526686147,mIVSCC-MET,0.794331765,True
329,0.491,Pass,3.117634607,mIVSCC-MET,0.619508219,True
330,0.6729999999999999,Pass,12.23902712,mIVSCC-MET,0.843437109,True
331,0.7340000000000001,Pass,7.693731858,mIVSCC-MET,0.8845193990000001,True
332,0.727,Pass,9.196024208999999,mIVSCC-MET,0.722818307,True
333,0.612,Pass,8.675818126,mIVSCC-MET,0.812279335,True
334,0.6579999999999999,Pass,18.07417763,mIVSCC-MET,0.6912852829999999,True
335,0.746,Pass,12.53901966,mIVSCC-MET,0.84129067,True
336,0.691,Pass,13.01055315,mIVSCC-MET,0.754630912,True
337,0.737,Pass,7.394429406,mIVSCC-MET,0.856564992,True
338,0.688,Pass,12.160107,mIVSCC-MET,0.857467346,True
339,0.647,Pass,15.026837599999999,mIVSCC-MET,0.774937793,True
340,0.632,Pass,15.94816135,mIVSCC-MET,0.777290908,True
341,0.463775218,Pass,7.58475,T301x,0.7036006459999999,True
342,0.5870000000000001,Pass,3.8130895660000004,mIVSCC-MET,0.6816666159999999,True
343,0.501,Pass,10.24254751,mIVSCC-MET,0.534877071,True
344,0.6629999999999999,Pass,5.7874027560000005,mIVSCC-MET,0.7168271420000001,True
345,0.568,Pass,10.45109985,mIVSCC-MET,0.6567756779999999,True
346,0.5,Pass,5.275571787,mIVSCC-MET,0.8906171009999999,True
347,0.645,Pass,7.555476479,mIVSCC-MET,0.750958305,True
348,0.7343863909999999,Pass,,T301x,0.554711619,True
349,0.588,Pass,35.68910689,mIVSCC-MET,0.627180379,True
350,0.623,Pass,8.250472664,mIVSCC-MET,0.5702463560000001,True
351,0.5589999999999999,Pass,23.55455172,mIVSCC-MET,0.7748547790000001,True
352,0.6953290870000001,Pass,2.2608,T301,0.7005088629999999,True
353,,Pass,,T301x,0.555052216,True
354,0.701,Pass,17.92592159,mIVSCC-MET,0.839654329,True
355,0.72,Pass,11.80092946,mIVSCC-MET,0.7405193520000001,True
356,0.376,Pass,6.973302304,mIVSCC-MET,0.326741662,False
357,0.644,Pass,8.550853486,mIVSCC-MET,0.75756532,True
358,0.732,Pass,14.15414134,mIVSCC-MET,0.859897916,True
359,0.688,Pass,11.28488396,mIVSCC-MET,0.7873878559999999,True
360,0.47,Pass,18.55873875,mIVSCC-MET,0.828291091,True
361,0.636,Pass,19.48219043,mIVSCC-MET,0.8689160690000001,True
362,0.602,Pass,14.99159625,mIVSCC-MET,0.621964502,True
363,0.65,Pass,7.827478952000001,mIVSCC-MET,0.75003893,True
364,0.58,Pass,12.409719,mIVSCC-MET,0.6691714329999999,True
365,0.574,Pass,7.199587706,mIVSCC-MET,0.747695065,True
366,0.531,Fail,2.617578683,mIVSCC-MET,0.519871776,True
367,0.581,Pass,13.39100891,mIVSCC-MET,0.8402451959999999,True
368,0.636,Pass,13.0719019,mIVSCC-MET,0.777037537,True
369,0.6,Pass,10.21408437,mIVSCC-MET,0.779099147,True
370,0.6559999999999999,Pass,20.54470811,mIVSCC-MET,0.770663542,True
371,0.423,Fail,5.388825089,mIVSCC-MET,0.548980554,True
372,0.629,Pass,10.05181144,mIVSCC-MET,0.747586738,True
373,0.614,Pass,13.17088157,mIVSCC-MET,0.821651502,True
374,0.615,Pass,18.30322407,mIVSCC-MET,0.6959526859999999,True
375,0.41200000000000003,Fail,15.45180161,mIVSCC-MET,0.423655124,True
376,,Pass,,T301,0.334691839,False
377,0.703,Pass,13.50532085,mIVSCC-MET,0.896708335,True
378,0.552,Pass,10.29875141,mIVSCC-MET,0.689011532,True
379,0.355,Pass,19.29972012,mIVSCC-METx,0.9267254070000001,True
380,0.588,Pass,16.43053811,mIVSCC-MET,1.0289440090000002,True
381,0.657,Pass,17.485712699999997,mIVSCC-MET,1.005114052,True
382,0.643,Pass,15.505135800000001,mIVSCC-MET,1.103106858,True
383,0.5820000000000001,Pass,13.59968299,mIVSCC-MET,0.9419857759999999,True
384,0.727,Pass,26.99743484,mIVSCC-MET,0.8399201059999999,True
385,0.564,Pass,20.29326606,mIVSCC-MET,1.023418833,True
