date,organism_name,name,extraction.endPipetteR,extraction.postPatch,rigOperator,status,roi_major,roi_minor,container,p_container
2020-01-16 13:30:01 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.05.02.01,4.4,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_200116_454_A01,PAS4
2020-01-16 13:31:51 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.02.01.01,1500.0,nucleus_present,katherineb,SUCCESS,VISp,layer 6a,PES4_200116_653_A01,PES4
2020-01-16 13:33:41 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.03.01.03,4000.0,nucleus_present,kristenh,SUCCESS,VISp,layer 5,P1S4_200116_003_A01,P1S4
2020-01-16 13:33:41 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.03.01.02,1100.0,nucleus_present,kristenh,SUCCESS,VISp,layer 6a,P1S4_200116_002_A01,P1S4
2020-01-16 14:07:58 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.04.01.01,2000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 6a,PFS4_200116_703_A01,PFS4
2020-01-16 14:34:44 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.03.02.02,1800.0,nucleus_present,katherineb,SUCCESS,VISp,layer 5,PES4_200116_655_A01,PES4
2020-01-16 14:34:44 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506385.03.02.01,1000.0,nucleus_present,katherineb,SUCCESS,VISp,layer 5,PES4_200116_654_A01,PES4
2020-01-16 15:48:47 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506089.04.01.02,1000.0,nucleus_present,jessicat,SUCCESS,RSPv,layer 2/3,PFS4_200116_705_A01,PFS4
2020-01-16 15:48:47 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506089.04.01.01,2000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200116_704_A01,PFS4
2020-01-16 16:04:19 -0800,Human,H20.26.401.12.03.01.02,350.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200116_457_A01,PAS4
2020-01-16 16:04:19 -0800,Human,H20.26.401.12.03.01.03,304.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200116_458_A01,PAS4
2020-01-16 16:04:19 -0800,Human,H20.26.401.12.03.01.04,3400.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200116_459_A01,PAS4
2020-01-16 17:05:28 -0800,Human,H20.26.401.12.05.01.01,53.0,nucleus_present,katherineb,SUCCESS,TCx,layer 4,PES4_200116_656_A01,PES4
2020-01-16 17:31:34 -0800,Human,H20.26.401.11.12.01.02,1500.0,nucleus_present,jessicat,SUCCESS,TCx,layer 4,PFS4_200116_706_A01,PFS4
2020-01-17 10:33:14 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506389.03.01.02,3000.0,nucleus_present,jessicat,SUCCESS,VISp,layer 6a,PFS4_200117_701_A01,PFS4
2020-01-17 11:01:32 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506389.04.02.03,2800.0,nucleus_present,ramr,SUCCESS,RSPv,layer 2/3,PAS4_200117_453_A01,PAS4
2020-01-17 11:01:32 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506389.04.02.02,2700.0,nucleus_present,ramr,SUCCESS,RSPv,layer 5,PAS4_200117_452_A01,PAS4
2020-01-17 11:01:32 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506389.04.02.01,2500.0,nucleus_present,ramr,SUCCESS,RSPd,layer 5,PAS4_200117_451_A01,PAS4
2020-01-17 11:15:14 -0800,Human,H20.03.301.11.51.01.01,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200117_651_A01,PCS4
2020-01-17 11:35:40 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506389.03.02.01,50.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 2/3,P8S4_200117_351_A01,P8S4
2020-01-17 13:11:40 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506388.04.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 5,P8S4_200117_352_A01,P8S4
2020-01-17 13:11:40 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506388.04.02.02,2000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 5,P8S4_200117_353_A01,P8S4
2020-01-17 13:11:40 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506388.04.02.03,2000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 5,P8S4_200117_354_A01,P8S4
2020-01-17 14:02:44 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506388.05.02.02,2400.0,nucleus_absent,ramr,SUCCESS,RSPv,layer 5,PAS4_200117_455_A01,PAS4
2020-01-17 14:02:44 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506388.05.02.01,2700.0,nucleus_present,ramr,SUCCESS,VISp,layer 5,PAS4_200117_454_A01,PAS4
2020-01-17 14:02:44 -0800,Mouse,Esr2-IRES2-Cre;Ai14-506388.05.02.03,3000.0,nucleus_present,ramr,SUCCESS,RSPv,layer 2/3,PAS4_200117_456_A01,PAS4
2020-01-17 15:05:10 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506091.10.01.02,50.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 5,PFS4_200117_702_A01,PFS4
2020-01-17 15:12:02 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506091.09.02.03,200.0,nucleus_present,lindsayn,SUCCESS,RSPv,layer 5,P8S4_200117_357_A01,P8S4
2020-01-17 15:12:02 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506091.09.02.02,2000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 5,P8S4_200117_356_A01,P8S4
2020-01-17 15:12:02 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506091.09.02.01,2000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 5,P8S4_200117_355_A01,P8S4
2020-01-17 15:58:22 -0800,Mouse,Htr3a-Cre_NO152;Ai14-506091.08.02.01,900.0,nucleus_present,ramr,SUCCESS,RSPd,layer 5,PAS4_200117_457_A01,PAS4
2020-01-21 09:39:42 -0800,Human,H20.03.301.11.53.01.01,3.1,nucleus_absent,ramr,SUCCESS,TCx,layer 3c,PCS4_200121_451_A01,PCS4
2020-01-21 11:22:01 -0800,Mouse,Slc17a6-IRES-Cre;Ai14-507004.09.06.01,600.0,nucleus_present,lindsayn,SUCCESS,ORB,layer 5,P8S4_200121_351_A01,P8S4
2020-01-21 12:58:15 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507641.09.02.01,1000.0,nucleus_present,jessicat,SUCCESS,RSPd,layer 2/3,PFS4_200121_701_A01,PFS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.06,20.0,nucleus_absent,katherineb,SUCCESS,TCx,layer 3,PCS4_200121_656_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.09,800.0,nucleus_present,katherineb,SUCCESS,TCx,layer 2,PCS4_200121_659_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.02,4000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200121_652_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.01,5000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 2,PCS4_200121_651_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.03,600.0,nucleus_present,katherineb,SUCCESS,TCx,layer 2,PCS4_200121_653_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.04,2500.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200121_654_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.05,4000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200121_655_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.08,3000.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200121_658_A01,PCS4
2020-01-21 13:04:37 -0800,Human,H20.03.301.11.52.01.07,1200.0,nucleus_present,katherineb,SUCCESS,TCx,layer 3,PCS4_200121_657_A01,PCS4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.09,1550.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_360_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.04,3000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_355_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.08,1500.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_359_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.07,1500.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_358_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.03,600.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_354_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.05,1000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200121_356_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.10,1000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200121_361_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.06,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200121_357_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.11,2000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 4,P8S4_200121_362_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.02,700.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_353_A01,P8S4
2020-01-21 13:13:55 -0800,Human,H20.03.302.11.09.01.01,1500.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 1,P8S4_200121_352_A01,P8S4
2020-01-21 13:27:56 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507641.09.01.01,3700.0,nucleus_present,kristenh,SUCCESS,RSPv,layer 2/3,P1S4_200121_001_A01,P1S4
2020-01-21 13:27:56 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507641.09.01.02,7.0,entire_cell,kristenh,SUCCESS,RSPd,layer 2/3,P1S4_200121_002_A01,P1S4
2020-01-21 14:33:37 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507641.10.01.01,3300.0,nucleus_present,kristenh,SUCCESS,RSPd,layer 2/3,P1S4_200121_003_A01,P1S4
2020-01-21 14:38:05 -0800,Human,H20.03.302.11.09.02.03,1000.0,nucleus_present,jessicat,SUCCESS,TCx,layer 4,PFS4_200121_702_A01,PFS4
2020-01-21 14:38:05 -0800,Human,H20.03.302.11.09.02.05,1500.0,nucleus_present,jessicat,SUCCESS,TCx,layer 4,PFS4_200121_704_A01,PFS4
2020-01-21 14:38:05 -0800,Human,H20.03.302.11.09.02.04,1000.0,nucleus_present,jessicat,SUCCESS,TCx,layer 4,PFS4_200121_703_A01,PFS4
2020-01-21 14:59:42 -0800,Human,H20.03.302.11.10.01.01,3700.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200121_452_A01,PAS4
2020-01-21 14:59:42 -0800,Human,H20.03.302.11.10.01.07,1700.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200121_455_A01,PAS4
2020-01-21 14:59:42 -0800,Human,H20.03.302.11.10.01.06,2700.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200121_454_A01,PAS4
2020-01-21 14:59:42 -0800,Human,H20.03.302.11.10.01.02,2400.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200121_453_A01,PAS4
2020-01-21 14:59:42 -0800,Human,H20.03.302.11.10.01.08,3300.0,nucleus_present,ramr,SUCCESS,TCx,layer 4,PAS4_200121_456_A01,PAS4
2020-01-22 11:07:02 -0800,Human,H20.03.301.11.54.01.01,4.0,nucleus_absent,ramr,SUCCESS,TCx,layer 2,PCS4_200122_451_A01,PCS4
2020-01-22 11:07:02 -0800,Human,H20.03.301.11.54.01.02,3.4,nucleus_absent,ramr,SUCCESS,TCx,layer 1,PCS4_200122_452_A01,PCS4
2020-01-23 09:49:19 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507642.07.06.01,2000.0,nucleus_present,kristenh,SUCCESS,ORB,layer 6a,P1S4_200123_001_A01,P1S4
2020-01-23 09:49:19 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507642.07.06.02,1500.0,nucleus_present,kristenh,SUCCESS,ORB,layer 6a,P1S4_200123_002_A01,P1S4
2020-01-23 10:27:58 -0800,Human,H20.26.401.11.51.01.01,700.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200123_351_A01,PCS4
2020-01-23 10:27:58 -0800,Human,H20.26.401.11.51.01.02,1200.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200123_352_A01,PCS4
2020-01-23 10:27:58 -0800,Human,H20.26.401.11.51.01.03,3000.0,nucleus_present,lindsayn,SUCCESS,TCx,layer 5,PCS4_200123_353_A01,PCS4
2020-01-23 10:39:03 -0800,Human,H20.26.401.11.52.01.02,8.0,nucleus_present,katherineb,SUCCESS,TCx,layer 6,PCS4_200123_652_A01,PCS4
2020-01-23 10:39:03 -0800,Human,H20.26.401.11.52.01.03,2500.0,nucleus_present,katherineb,SUCCESS,TCx,layer 6,PCS4_200123_653_A01,PCS4
2020-01-23 10:39:03 -0800,Human,H20.26.401.11.52.01.01,5.0,nucleus_absent,katherineb,SUCCESS,TCx,layer 6,PCS4_200123_651_A01,PCS4
2020-01-23 10:39:03 -0800,Human,H20.26.401.11.52.01.04,3.0,nucleus_absent,katherineb,SUCCESS,TCx,layer 6,PCS4_200123_654_A01,PCS4
2020-01-23 10:39:33 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507642.09.06.01,3000.0,nucleus_present,ramr,SUCCESS,CTXsp,CLA,PAS4_200123_451_A01,PAS4
2020-01-23 13:19:52 -0800,Mouse,Oxtr-T2A-Cre;Ai14-507643.08.01.01,2200.0,nucleus_present,ramr,SUCCESS,RSPv,layer 5,PAS4_200123_452_A01,PAS4
2020-01-23 14:57:44 -0800,Mouse,Etv1-CreERT2;Sst-IRES-FlpO;Ai65-507186.04.02.01,1000.0,nucleus_present,lindsayn,SUCCESS,RSPd,layer 5,P8S4_200123_354_A01,P8S4
2020-01-23 15:07:27 -0800,Mouse,Etv1-CreERT2;Sst-IRES-FlpO;Ai65-507186.03.02.01,2500.0,nucleus_present,ramr,SUCCESS,RSPd,layer 5,PAS4_200123_453_A01,PAS4
2020-01-23 15:59:35 -0800,Mouse,Etv1-CreERT2;Sst-IRES-FlpO;Ai65-507186.01.02.01,2300.0,nucleus_present,ramr,SUCCESS,RSPd,layer 5,PAS4_200123_454_A01,PAS4
